sku;titulo;personaje;serie;precio_lista;precio_ml;largo_titulo;color;fotos;descripcion;marca;modelo;largo;altura;relleno
DAKI6020-ASUNA;Almohada Daki 60x20cm Asuna Blue Archive;Asuna;Blue Archive;9870;17330;40;Blanco;;Almohada Daki 60x20cm de Asuna (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-ASUNA;20;60;Fibra siliconada
DAKI6020-KARIN;Almohada Daki 60x20cm Karin Blue Archive;Karin;Blue Archive;9870;17330;40;Blanco;;Almohada Daki 60x20cm de Karin (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-KARIN;20;60;Fibra siliconada
DAKI6020-MIKAS;Almohada Daki 60x20cm Mikasa Ackerman Attack on Titan;Mikasa Ackerman;Attack on Titan;9870;17330;53;Blanco;;Almohada Daki 60x20cm de Mikasa Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-MIKAS;20;60;Fibra siliconada
DAKI6020-LEVIA;Almohada Daki 60x20cm Levi Ackerman Attack on Titan;Levi Ackerman;Attack on Titan;9870;17330;51;Blanco;;Almohada Daki 60x20cm de Levi Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-LEVIA;20;60;Fibra siliconada
DAKI6020-NAMI;Almohada Daki 60x20cm Nami One Piece;Nami;One Piece;9870;17330;36;Blanco;;Almohada Daki 60x20cm de Nami (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-NAMI;20;60;Fibra siliconada
DAKI6020-NICOR;Almohada Daki 60x20cm Nico Robin One Piece;Nico Robin;One Piece;9870;17330;42;Blanco;;Almohada Daki 60x20cm de Nico Robin (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-NICOR;20;60;Fibra siliconada
DAKI6020-BOAHA;Almohada Daki 60x20cm Boa Hancock One Piece;Boa Hancock;One Piece;9870;17330;43;Blanco;;Almohada Daki 60x20cm de Boa Hancock (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-BOAHA;20;60;Fibra siliconada
DAKI6020-MEGUM;Almohada Daki 60x20cm Megumin Konosuba;Megumin;Konosuba;9870;17330;38;Blanco;;Almohada Daki 60x20cm de Megumin (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-MEGUM;20;60;Fibra siliconada
DAKI6020-AQUA;Almohada Daki 60x20cm Aqua Konosuba;Aqua;Konosuba;9870;17330;35;Blanco;;Almohada Daki 60x20cm de Aqua (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-AQUA;20;60;Fibra siliconada
DAKI6020-MIRKO;Almohada Daki 60x20cm Mirko My Hero Academia;Mirko;My Hero Academia;9870;17330;44;Blanco;;Almohada Daki 60x20cm de Mirko (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-MIRKO;20;60;Fibra siliconada
DAKI6020-HIMIK;Almohada Daki 60x20cm Himiko Toga My Hero Academia;Himiko Toga;My Hero Academia;9870;17330;50;Blanco;;Almohada Daki 60x20cm de Himiko Toga (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-HIMIK;20;60;Fibra siliconada
DAKI6020-HITOR;Almohada Daki 60x20cm Hitori Gotoh Bocchi the Rock!;Hitori Gotoh;Bocchi the Rock!;9870;17330;51;Blanco;;Almohada Daki 60x20cm de Hitori Gotoh (Bocchi the Rock!). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;DAKI6020-HITOR;20;60;Fibra siliconada
FU10S-KAFKA;Funda 100cm x 30cm (Simple) Kafka Honkai Star Rail;Kafka;Honkai Star Rail;8949;16074;50;Blanco;https://i.postimg.cc/44F1tXPX/kafka.png;Funda 100cm x 30cm (Simple) de Kafka (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-KAFKA;30;100;Fibra siliconada
FU10S-FIREF;Funda 100cm x 30cm (Simple) Firefly Honkai Star Rail;Firefly;Honkai Star Rail;8949;16074;52;Blanco;https://example.com/firefly.jpg;Funda 100cm x 30cm (Simple) de Firefly (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-FIREF;30;100;Fibra siliconada
FU10S-ACHER;Funda 100cm x 30cm (Simple) Acheron Honkai Star Rail;Acheron;Honkai Star Rail;8949;16074;52;Blanco;https://example.com/acheron.jpg;Funda 100cm x 30cm (Simple) de Acheron (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ACHER;30;100;Fibra siliconada
FU10S-MARCH;Funda 100cm x 30cm (Simple) March 7th Honkai Star Rail;March 7th;Honkai Star Rail;8949;16074;54;Blanco;https://example.com/march7th.jpg;Funda 100cm x 30cm (Simple) de March 7th (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MARCH;30;100;Fibra siliconada
FU10S-JINGL;Funda 100cm x 30cm (Simple) Jingliu Honkai Star Rail;Jingliu;Honkai Star Rail;8949;16074;52;Blanco;https://example.com/jingliu.jpg;Funda 100cm x 30cm (Simple) de Jingliu (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-JINGL;30;100;Fibra siliconada
FU10S-SPARK;Funda 100cm x 30cm (Simple) Sparkle Honkai Star Rail;Sparkle;Honkai Star Rail;8949;16074;52;Blanco;https://example.com/sparkle.jpg;Funda 100cm x 30cm (Simple) de Sparkle (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-SPARK;30;100;Fibra siliconada
FU10S-RUANM;Funda 100cm x 30cm (Simple) Ruan Mei Honkai Star Rail;Ruan Mei;Honkai Star Rail;8949;16074;53;Blanco;https://example.com/ruanmei.jpg;Funda 100cm x 30cm (Simple) de Ruan Mei (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-RUANM;30;100;Fibra siliconada
FU10S-BLACK;Funda 100cm x 30cm (Simple) Black Swan Honkai Star Rail;Black Swan;Honkai Star Rail;8949;16074;55;Blanco;https://example.com/blackswan.jpg;Funda 100cm x 30cm (Simple) de Black Swan (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-BLACK;30;100;Fibra siliconada
FU10S-BLADE;Funda 100cm x 30cm (Simple) Blade Honkai Star Rail;Blade;Honkai Star Rail;8949;16074;50;Blanco;https://example.com/blade.jpg;Funda 100cm x 30cm (Simple) de Blade (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-BLADE;30;100;Fibra siliconada
FU10S-DANHE;Funda 100cm x 30cm (Simple) Dan Heng Honkai Star Rail;Dan Heng;Honkai Star Rail;8949;16074;53;Blanco;https://example.com/danheng.jpg;Funda 100cm x 30cm (Simple) de Dan Heng (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-DANHE;30;100;Fibra siliconada
FU10S-RAIDE;Funda 100cm x 30cm (Simple) Raiden Shogun Genshin Impact;Raiden Shogun;Genshin Impact;8949;16074;56;Blanco;https://example.com/raiden.jpg;Funda 100cm x 30cm (Simple) de Raiden Shogun (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-RAIDE;30;100;Fibra siliconada
FU10S-HUTAO;Funda 100cm x 30cm (Simple) Hu Tao Genshin Impact;Hu Tao;Genshin Impact;8949;16074;49;Blanco;https://example.com/hutao.jpg;Funda 100cm x 30cm (Simple) de Hu Tao (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-HUTAO;30;100;Fibra siliconada
FU10S-FURIN;Funda 100cm x 30cm (Simple) Furina Genshin Impact;Furina;Genshin Impact;8949;16074;49;Blanco;https://example.com/furina.jpg;Funda 100cm x 30cm (Simple) de Furina (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-FURIN;30;100;Fibra siliconada
FU10S-YELAN;Funda 100cm x 30cm (Simple) Yelan Genshin Impact;Yelan;Genshin Impact;8949;16074;48;Blanco;https://example.com/yelan.jpg;Funda 100cm x 30cm (Simple) de Yelan (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-YELAN;30;100;Fibra siliconada
FU10S-GANYU;Funda 100cm x 30cm (Simple) Ganyu Genshin Impact;Ganyu;Genshin Impact;8949;16074;48;Blanco;https://example.com/ganyu.jpg;Funda 100cm x 30cm (Simple) de Ganyu (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-GANYU;30;100;Fibra siliconada
FU10S-SHENH;Funda 100cm x 30cm (Simple) Shenhe Genshin Impact;Shenhe;Genshin Impact;8949;16074;49;Blanco;https://example.com/shenhe.jpg;Funda 100cm x 30cm (Simple) de Shenhe (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-SHENH;30;100;Fibra siliconada
FU10S-ARLEC;Funda 100cm x 30cm (Simple) Arlecchino Genshin Impact;Arlecchino;Genshin Impact;8949;16074;53;Blanco;https://example.com/arlecchino.jpg;Funda 100cm x 30cm (Simple) de Arlecchino (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ARLEC;30;100;Fibra siliconada
FU10S-NAHID;Funda 100cm x 30cm (Simple) Nahida Genshin Impact;Nahida;Genshin Impact;8949;16074;49;Blanco;https://example.com/nahida.jpg;Funda 100cm x 30cm (Simple) de Nahida (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NAHID;30;100;Fibra siliconada
FU10S-ZHONG;Funda 100cm x 30cm (Simple) Zhongli Genshin Impact;Zhongli;Genshin Impact;8949;16074;50;Blanco;https://example.com/zhongli.jpg;Funda 100cm x 30cm (Simple) de Zhongli (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ZHONG;30;100;Fibra siliconada
FU10S-NEUVI;Funda 100cm x 30cm (Simple) Neuvillette Genshin Impact;Neuvillette;Genshin Impact;8949;16074;54;Blanco;https://example.com/neuvillette.jpg;Funda 100cm x 30cm (Simple) de Neuvillette (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NEUVI;30;100;Fibra siliconada
FU10S-REM;Funda 100cm x 30cm (Simple) Rem Re:Zero;Rem;Re:Zero;8949;16074;39;Blanco;;Funda 100cm x 30cm (Simple) de Rem (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-REM;30;100;Fibra siliconada
FU10S-RAM;Funda 100cm x 30cm (Simple) Ram Re:Zero;Ram;Re:Zero;8949;16074;39;Blanco;;Funda 100cm x 30cm (Simple) de Ram (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-RAM;30;100;Fibra siliconada
FU10S-EMILI;Funda 100cm x 30cm (Simple) Emilia Re:Zero;Emilia;Re:Zero;8949;16074;42;Blanco;;Funda 100cm x 30cm (Simple) de Emilia (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-EMILI;30;100;Fibra siliconada
FU10S-ECHID;Funda 100cm x 30cm (Simple) Echidna Re:Zero;Echidna;Re:Zero;8949;16074;43;Blanco;;Funda 100cm x 30cm (Simple) de Echidna (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ECHID;30;100;Fibra siliconada
FU10S-GOJOS;Funda 100cm x 30cm (Simple) Gojo Satoru Jujutsu Kaisen;Gojo Satoru;Jujutsu Kaisen;8949;16074;54;Blanco;;Funda 100cm x 30cm (Simple) de Gojo Satoru (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-GOJOS;30;100;Fibra siliconada
FU10S-TOJIF;Funda 100cm x 30cm (Simple) Toji Fushiguro Jujutsu Kaisen;Toji Fushiguro;Jujutsu Kaisen;8949;16074;57;Blanco;;Funda 100cm x 30cm (Simple) de Toji Fushiguro (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-TOJIF;30;100;Fibra siliconada
FU10S-RYOME;Funda 100cm x 30cm (Simple) Ryomen Sukuna Jujutsu Kaisen;Ryomen Sukuna;Jujutsu Kaisen;8949;16074;56;Blanco;;Funda 100cm x 30cm (Simple) de Ryomen Sukuna (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-RYOME;30;100;Fibra siliconada
FU10S-MAKIZ;Funda 100cm x 30cm (Simple) Maki Zenin Jujutsu Kaisen;Maki Zenin;Jujutsu Kaisen;8949;16074;53;Blanco;;Funda 100cm x 30cm (Simple) de Maki Zenin (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MAKIZ;30;100;Fibra siliconada
FU10S-NOBAR;Funda 100cm x 30cm (Simple) Nobara Kugisaki Jujutsu Kaisen;Nobara Kugisaki;Jujutsu Kaisen;8949;16074;58;Blanco;;Funda 100cm x 30cm (Simple) de Nobara Kugisaki (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NOBAR;30;100;Fibra siliconada
FU10S-NEZUK;Funda 100cm x 30cm (Simple) Nezuko Kamado Demon Slayer;Nezuko Kamado;Demon Slayer;8949;16074;54;Blanco;;Funda 100cm x 30cm (Simple) de Nezuko Kamado (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NEZUK;30;100;Fibra siliconada
FU10S-MITSU;Funda 100cm x 30cm (Simple) Mitsuri Kanroji Demon Slayer;Mitsuri Kanroji;Demon Slayer;8949;16074;56;Blanco;;Funda 100cm x 30cm (Simple) de Mitsuri Kanroji (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MITSU;30;100;Fibra siliconada
FU10S-SHINO;Funda 100cm x 30cm (Simple) Shinobu Kocho Demon Slayer;Shinobu Kocho;Demon Slayer;8949;16074;54;Blanco;;Funda 100cm x 30cm (Simple) de Shinobu Kocho (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-SHINO;30;100;Fibra siliconada
FU10S-KANAO;Funda 100cm x 30cm (Simple) Kanao Tsuyuri Demon Slayer;Kanao Tsuyuri;Demon Slayer;8949;16074;54;Blanco;;Funda 100cm x 30cm (Simple) de Kanao Tsuyuri (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-KANAO;30;100;Fibra siliconada
FU10S-MAKIM;Funda 100cm x 30cm (Simple) Makima Chainsaw Man;Makima;Chainsaw Man;8949;16074;47;Blanco;;Funda 100cm x 30cm (Simple) de Makima (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MAKIM;30;100;Fibra siliconada
FU10S-POWER;Funda 100cm x 30cm (Simple) Power Chainsaw Man;Power;Chainsaw Man;8949;16074;46;Blanco;;Funda 100cm x 30cm (Simple) de Power (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-POWER;30;100;Fibra siliconada
FU10S-REZE;Funda 100cm x 30cm (Simple) Reze Chainsaw Man;Reze;Chainsaw Man;8949;16074;45;Blanco;;Funda 100cm x 30cm (Simple) de Reze (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-REZE;30;100;Fibra siliconada
FU10S-FRIER;Funda 100cm x 30cm (Simple) Frieren Sousou no Frieren;Frieren;Sousou no Frieren;8949;16074;53;Blanco;;Funda 100cm x 30cm (Simple) de Frieren (Sousou no Frieren). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-FRIER;30;100;Fibra siliconada
FU10S-FERN;Funda 100cm x 30cm (Simple) Fern Sousou no Frieren;Fern;Sousou no Frieren;8949;16074;50;Blanco;;Funda 100cm x 30cm (Simple) de Fern (Sousou no Frieren). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-FERN;30;100;Fibra siliconada
FU10S-YORFO;Funda 100cm x 30cm (Simple) Yor Forger Spy x Family;Yor Forger;Spy x Family;8949;16074;51;Blanco;;Funda 100cm x 30cm (Simple) de Yor Forger (Spy x Family). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-YORFO;30;100;Fibra siliconada
FU10S-HATSU;Funda 100cm x 30cm (Simple) Hatsune Miku Vocaloid;Hatsune Miku;Vocaloid;8949;16074;49;Blanco;;Funda 100cm x 30cm (Simple) de Hatsune Miku (Vocaloid). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-HATSU;30;100;Fibra siliconada
FU10S-2B;Funda 100cm x 30cm (Simple) 2B NieR Automata;2B;NieR Automata;8949;16074;44;Blanco;;Funda 100cm x 30cm (Simple) de 2B (NieR Automata). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-2B;30;100;Fibra siliconada
FU10S-ASUKA;Funda 100cm x 30cm (Simple) Asuka Langley Evangelion;Asuka Langley;Evangelion;8949;16074;52;Blanco;;Funda 100cm x 30cm (Simple) de Asuka Langley (Evangelion). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ASUKA;30;100;Fibra siliconada
FU10S-REIAY;Funda 100cm x 30cm (Simple) Rei Ayanami Evangelion;Rei Ayanami;Evangelion;8949;16074;50;Blanco;;Funda 100cm x 30cm (Simple) de Rei Ayanami (Evangelion). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-REIAY;30;100;Fibra siliconada
FU10S-ALBED;Funda 100cm x 30cm (Simple) Albedo Overlord;Albedo;Overlord;8949;16074;43;Blanco;;Funda 100cm x 30cm (Simple) de Albedo (Overlord). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ALBED;30;100;Fibra siliconada
FU10S-MARIN;Funda 100cm x 30cm (Simple) Marin Kitagawa;Marin Kitagawa;My Dress-Up Darling;8949;16074;42;Blanco;;Funda 100cm x 30cm (Simple) de Marin Kitagawa (My Dress-Up Darling). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MARIN;30;100;Fibra siliconada
FU10S-ARTOR;Funda 100cm x 30cm (Simple) Artoria Pendragon;Artoria Pendragon;Fate Stay Night;8949;16074;45;Blanco;;Funda 100cm x 30cm (Simple) de Artoria Pendragon (Fate Stay Night). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ARTOR;30;100;Fibra siliconada
FU10S-JEANN;Funda 100cm x 30cm (Simple) Jeanne d'Arc Fate Grand Order;Jeanne d'Arc;Fate Grand Order;8949;16074;57;Blanco;;Funda 100cm x 30cm (Simple) de Jeanne d'Arc (Fate Grand Order). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-JEANN;30;100;Fibra siliconada
FU10S-ASUNA;Funda 100cm x 30cm (Simple) Asuna Blue Archive;Asuna;Blue Archive;8949;16074;46;Blanco;;Funda 100cm x 30cm (Simple) de Asuna (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-ASUNA;30;100;Fibra siliconada
FU10S-KARIN;Funda 100cm x 30cm (Simple) Karin Blue Archive;Karin;Blue Archive;8949;16074;46;Blanco;;Funda 100cm x 30cm (Simple) de Karin (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-KARIN;30;100;Fibra siliconada
FU10S-MIKAS;Funda 100cm x 30cm (Simple) Mikasa Ackerman Attack on Titan;Mikasa Ackerman;Attack on Titan;8949;16074;59;Blanco;;Funda 100cm x 30cm (Simple) de Mikasa Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MIKAS;30;100;Fibra siliconada
FU10S-LEVIA;Funda 100cm x 30cm (Simple) Levi Ackerman Attack on Titan;Levi Ackerman;Attack on Titan;8949;16074;57;Blanco;;Funda 100cm x 30cm (Simple) de Levi Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-LEVIA;30;100;Fibra siliconada
FU10S-NAMI;Funda 100cm x 30cm (Simple) Nami One Piece;Nami;One Piece;8949;16074;42;Blanco;;Funda 100cm x 30cm (Simple) de Nami (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NAMI;30;100;Fibra siliconada
FU10S-NICOR;Funda 100cm x 30cm (Simple) Nico Robin One Piece;Nico Robin;One Piece;8949;16074;48;Blanco;;Funda 100cm x 30cm (Simple) de Nico Robin (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-NICOR;30;100;Fibra siliconada
FU10S-BOAHA;Funda 100cm x 30cm (Simple) Boa Hancock One Piece;Boa Hancock;One Piece;8949;16074;49;Blanco;;Funda 100cm x 30cm (Simple) de Boa Hancock (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-BOAHA;30;100;Fibra siliconada
FU10S-MEGUM;Funda 100cm x 30cm (Simple) Megumin Konosuba;Megumin;Konosuba;8949;16074;44;Blanco;;Funda 100cm x 30cm (Simple) de Megumin (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MEGUM;30;100;Fibra siliconada
FU10S-AQUA;Funda 100cm x 30cm (Simple) Aqua Konosuba;Aqua;Konosuba;8949;16074;41;Blanco;;Funda 100cm x 30cm (Simple) de Aqua (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-AQUA;30;100;Fibra siliconada
FU10S-MIRKO;Funda 100cm x 30cm (Simple) Mirko My Hero Academia;Mirko;My Hero Academia;8949;16074;50;Blanco;;Funda 100cm x 30cm (Simple) de Mirko (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-MIRKO;30;100;Fibra siliconada
FU10S-HIMIK;Funda 100cm x 30cm (Simple) Himiko Toga My Hero Academia;Himiko Toga;My Hero Academia;8949;16074;56;Blanco;;Funda 100cm x 30cm (Simple) de Himiko Toga (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-HIMIK;30;100;Fibra siliconada
FU10S-HITOR;Funda 100cm x 30cm (Simple) Hitori Gotoh Bocchi the Rock!;Hitori Gotoh;Bocchi the Rock!;8949;16074;57;Blanco;;Funda 100cm x 30cm (Simple) de Hitori Gotoh (Bocchi the Rock!). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10S-HITOR;30;100;Fibra siliconada
FU10D-KAFKA;Funda 100cm x 30cm (Doble) Kafka Honkai Star Rail;Kafka;Honkai Star Rail;12169;20461;49;Blanco;https://i.postimg.cc/44F1tXPX/kafka.png;Funda 100cm x 30cm (Doble) de Kafka (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-KAFKA;30;100;Fibra siliconada
FU10D-FIREF;Funda 100cm x 30cm (Doble) Firefly Honkai Star Rail;Firefly;Honkai Star Rail;12169;20461;51;Blanco;https://example.com/firefly.jpg;Funda 100cm x 30cm (Doble) de Firefly (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-FIREF;30;100;Fibra siliconada
FU10D-ACHER;Funda 100cm x 30cm (Doble) Acheron Honkai Star Rail;Acheron;Honkai Star Rail;12169;20461;51;Blanco;https://example.com/acheron.jpg;Funda 100cm x 30cm (Doble) de Acheron (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ACHER;30;100;Fibra siliconada
FU10D-MARCH;Funda 100cm x 30cm (Doble) March 7th Honkai Star Rail;March 7th;Honkai Star Rail;12169;20461;53;Blanco;https://example.com/march7th.jpg;Funda 100cm x 30cm (Doble) de March 7th (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MARCH;30;100;Fibra siliconada
FU10D-JINGL;Funda 100cm x 30cm (Doble) Jingliu Honkai Star Rail;Jingliu;Honkai Star Rail;12169;20461;51;Blanco;https://example.com/jingliu.jpg;Funda 100cm x 30cm (Doble) de Jingliu (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-JINGL;30;100;Fibra siliconada
FU10D-SPARK;Funda 100cm x 30cm (Doble) Sparkle Honkai Star Rail;Sparkle;Honkai Star Rail;12169;20461;51;Blanco;https://example.com/sparkle.jpg;Funda 100cm x 30cm (Doble) de Sparkle (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-SPARK;30;100;Fibra siliconada
FU10D-RUANM;Funda 100cm x 30cm (Doble) Ruan Mei Honkai Star Rail;Ruan Mei;Honkai Star Rail;12169;20461;52;Blanco;https://example.com/ruanmei.jpg;Funda 100cm x 30cm (Doble) de Ruan Mei (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-RUANM;30;100;Fibra siliconada
FU10D-BLACK;Funda 100cm x 30cm (Doble) Black Swan Honkai Star Rail;Black Swan;Honkai Star Rail;12169;20461;54;Blanco;https://example.com/blackswan.jpg;Funda 100cm x 30cm (Doble) de Black Swan (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-BLACK;30;100;Fibra siliconada
FU10D-BLADE;Funda 100cm x 30cm (Doble) Blade Honkai Star Rail;Blade;Honkai Star Rail;12169;20461;49;Blanco;https://example.com/blade.jpg;Funda 100cm x 30cm (Doble) de Blade (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-BLADE;30;100;Fibra siliconada
FU10D-DANHE;Funda 100cm x 30cm (Doble) Dan Heng Honkai Star Rail;Dan Heng;Honkai Star Rail;12169;20461;52;Blanco;https://example.com/danheng.jpg;Funda 100cm x 30cm (Doble) de Dan Heng (Honkai Star Rail). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-DANHE;30;100;Fibra siliconada
FU10D-RAIDE;Funda 100cm x 30cm (Doble) Raiden Shogun Genshin Impact;Raiden Shogun;Genshin Impact;12169;20461;55;Blanco;https://example.com/raiden.jpg;Funda 100cm x 30cm (Doble) de Raiden Shogun (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-RAIDE;30;100;Fibra siliconada
FU10D-HUTAO;Funda 100cm x 30cm (Doble) Hu Tao Genshin Impact;Hu Tao;Genshin Impact;12169;20461;48;Blanco;https://example.com/hutao.jpg;Funda 100cm x 30cm (Doble) de Hu Tao (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-HUTAO;30;100;Fibra siliconada
FU10D-FURIN;Funda 100cm x 30cm (Doble) Furina Genshin Impact;Furina;Genshin Impact;12169;20461;48;Blanco;https://example.com/furina.jpg;Funda 100cm x 30cm (Doble) de Furina (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-FURIN;30;100;Fibra siliconada
